;;;;;;;;;;;;;;;;;;ACR - observers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersXUHD10_0_5;2;1;2;2;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;1;1;1;2;2;1;2;1;2;2;2;2;2;1;1;;0.841;72.02;1.733;0.4459;25.73%;0%;;60;0
RunnersXUHD10_0_75;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.71219;54.38;1.167;0.3758;32.21%;0%;;60;0
RunnersXUHD10_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.63462;60.15;1;0;0.00%;0%;;60;0
Runners UHD 15 Mbit/H265(HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersXUHD15_0_1;2;2;2;2;2;1;1;2;1;1;2;2;2;2;2;2;2;3;1;2;2;2;1;1;3;2;2;3;2;2;2;2;1;2;2;2;2;3;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;2;2;2;2;2;;0.90255;85.84;1.867;0.5031;26.95%;7%;;60;4
RunnersXUHD15_0_3   ;1;1;1;1;2;2;1;2;2;1;1;1;1;1;2;1;1;1;2;1;2;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;1;1;2;1;1;1;2;;0.83531;82.01;1.283;0.4544;35.41%;0%;;60;0
RunnersXUHD15_0_5  ;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.73415;63.56;1.033;0.181;17.52%;0%;;60;0
Runners UHD 5 Mbit/H265(HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RunnersXUHD5_0_1;2;2;2;3;2;2;3;3;3;3;3;2;3;2;3;2;1;3;3;3;3;3;2;2;2;3;2;2;2;3;3;3;2;2;2;3;2;2;2;3;2;2;2;3;2;2;3;3;3;3;3;2;3;2;3;2;2;3;3;3;;0.96382;93.87;2.483;0.5365;21.60%;50%;;60;30
RunnersXUHD5_0_2;2;2;2;2;2;3;3;3;3;2;1;2;3;1;2;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;;0.9417;90.3;2.117;0.4903;23.16%;18%;;60;11
RunnersXUHD5_0_3;2;3;1;2;2;3;2;3;2;1;2;1;2;1;2;2;2;2;2;2;2;3;3;2;2;2;2;3;3;2;2;3;3;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;;0.93025;86.44;2.067;0.5164;24.99%;17%;;60;10
RunnersXUHD5_0_5;2;1;1;2;2;1;2;2;2;2;1;1;3;1;3;1;1;1;2;1;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;;0.88825;78.74;1.833;0.5262;28.70%;7%;;60;4
RunnersXUHD5_0_75 ;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;2;2;1;1;1;2;2;2;1;2;1;2;1;1;1;2;2;2;1;2;1;2;2;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;2;;0.85816;76.53;1.367;0.486;35.56%;0%;;60;0
RunnersXUHD5_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.84527;75.45;1;0;0.00%;0%;;60;0
Wood FHD 10 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodFHD10_0_1;3;3;3;4;4;4;5;4;4;3;3;3;3;3;3;3;4;4;5;5;5;4;4;5;3;4;3;3;3;3;3;3;3;4;4;4;5;4;4;3;3;3;3;3;3;3;4;4;5;5;5;4;4;5;3;4;3;3;3;3;;0.95553;95.85;3.667;0.7516;20.50%;100%;;60;60
WoodFHD10_0_2;3;3;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;4;3;;0.91183;90.33;3.117;0.3237;10.39%;100%;;60;60
WoodFHD10_0_3;3;3;3;4;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;2;2;2;2;3;3;3;3;2;3;2;2;3;3;3;4;3;2;3;3;3;3;2;2;3;3;3;3;2;4;;0.85983;81.5;2.783;0.5237;18.82%;73%;;60;44
WoodFHD10_0_5;2;1;2;1;1;2;1;2;1;1;2;1;2;1;2;1;1;2;2;1;2;1;1;1;2;2;2;1;1;1;2;1;2;1;1;2;1;2;1;2;2;1;2;1;2;2;2;1;1;1;2;1;1;1;2;2;2;1;1;1;;0.76276;71.66;1.45;0.5017;34.60%;0%;;60;0
WoodFHD10_0_75;1;1;1;2;2;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;1;1;1;2;2;1;1;1;1;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;2;2;1;1;1;2;;0.72527;23.82;1.3;0.4621;35.55%;0%;;60;0
WoodFHD10_1;1;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.71614;16.54;1.15;0.3601;31.31%;0%;;60;0
Wood FHD 15 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodFHD15_0_1;3;3;3;4;3;3;3;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;4;3;3;4;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;;0.94954;93.25;2.917;0.4618;15.83%;85%;;60;51
WoodFHD15_0_2;2;2;2;2;2;2;3;3;2;2;2;2;2;3;2;2;2;2;3;3;2;3;2;2;3;3;2;3;2;2;3;2;2;3;3;2;2;2;2;3;3;2;2;2;2;2;2;2;3;2;2;3;2;2;2;2;2;2;2;2;;0.83585;80.97;2.267;0.4459;19.67%;27%;;60;16
WoodFHD15_0_3;3;3;3;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;2;2;2;1;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;2;3;2;1;2;1;2;;0.77539;75.58;1.95;0.5344;27.41%;12%;;60;7
WoodFHD15_0_5;2;2;2;2;1;2;1;1;1;1;2;2;2;1;2;2;1;1;1;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;2;2;2;1;1;1;;0.76105;54.38;1.667;0.4754;28.52%;0%;;60;0
WoodFHD15_0_75;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.73508;45.82;1.033;0.181;17.52%;0%;;60;0
WoodFHD15_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;;0.69923;18.4;1.033;0.181;17.52%;0%;;60;0
Wood FHD 5 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodFHD5_0_1;2;2;3;3;2;3;3;3;2;2;2;3;3;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;3;2;2;2;2;2;2;3;3;3;2;2;2;3;3;2;2;2;2;2;3;2;2;3;2;2;2;3;3;3;2;3;;0.97979;92.42;2.35;0.481;20.47%;35%;;60;21
WoodFHD5_0_2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;2;2;2;1;2;3;2;2;2;2;;0.94281;89.52;1.917;0.4235;22.10%;5%;;60;3
WoodFHD5_0_3;1;2;2;2;2;2;1;2;1;1;2;1;2;1;1;1;1;1;1;1;1;1;2;2;2;2;1;2;1;2;1;2;1;1;2;2;1;2;2;2;2;1;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;;0.8928;82.33;1.567;0.4997;31.90%;0%;;60;0
WoodFHD5_0_5;1;2;2;1;2;2;1;1;1;1;2;1;2;1;2;1;1;1;1;2;2;2;1;1;2;2;2;1;1;1;1;2;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;;0.78046;55.53;1.317;0.4691;35.63%;0%;;60;0
WoodFHD5_0_75;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;0.76148;48.47;1.133;0.3428;30.25%;0%;;60;0
WoodFHD5_1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.72112;23.9;1.033;0.181;17.52%;0%;;60;0
Wood HD 10 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodHD10_0_1;4;4;3;4;3;3;4;4;3;4;4;4;5;4;4;3;4;4;4;5;3;4;5;4;3;3;4;3;3;4;4;4;5;4;3;3;4;3;3;4;4;4;3;4;3;3;4;4;3;4;4;4;5;4;4;3;4;4;4;5;;0.93452;89.96;3.783;0.6132;16.21%;100%;;60;60
WoodHD10_0_2;4;4;4;4;3;3;4;4;4;4;4;4;3;4;4;3;3;3;4;3;4;3;3;3;3;3;4;3;4;4;4;3;4;3;3;3;4;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;3;4;4;3;3;3;4;3;;0.89953;86.02;3.583;0.4972;13.87%;100%;;60;60
WoodHD10_0_3                 ;4;3;3;2;2;2;4;3;3;3;3;2;3;2;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;4;4;4;3;3;2;4;3;3;3;3;3;3;3;3;3;3;3;4;3;;0.75062;58.45;3.017;0.5039;16.71%;88%;;60;53
WoodHD10_0_5;4;4;4;3;3;2;3;2;3;3;3;3;3;2;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;2;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;2;3;3;3;3;3;3;;0.67543;54.87;2.983;0.4691;15.72%;88%;;60;53
WoodHD10_0_75                           ;3;2;3;2;3;2;2;2;3;3;2;1;3;3;2;2;2;2;2;1;3;3;3;3;1;1;1;2;2;3;3;3;3;3;2;2;2;2;2;3;3;2;3;2;2;2;3;2;3;3;2;2;3;1;2;2;2;2;3;2;;0.61899;46.03;2.3;0.6457;28.07%;40%;;60;24
WoodHD10_1;3;3;2;1;2;2;2;2;2;3;2;2;2;2;2;2;1;2;2;2;3;2;3;2;2;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;3;3;2;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;;0.60199;46.07;2.15;0.4444;20.67%;18%;;60;11
Wood HD 15 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodHD15_0_1;4;3;3;3;3;4;4;4;3;3;4;3;3;4;4;4;4;4;3;3;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;3;3;3;4;4;3;3;3;3;4;4;4;4;3;4;3;3;4;4;4;4;4;3;3;;0.92667;87.77;3.583;0.4972;13.87%;100%;;60;60
WoodHD15_0_2;4;3;3;4;4;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;4;3;3;3;3;3;3;;0.88735;84.07;3.233;0.4265;13.19%;100%;;60;60
WoodHD15_0_3;3;2;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;2;2;3;2;3;3;3;2;3;3;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;;0.74334;41.63;2.867;0.3891;13.57%;85%;;60;51
WoodHD15_0_5;3;2;3;3;3;2;3;3;3;3;1;3;3;3;3;3;2;2;2;2;2;2;2;3;3;2;3;2;2;3;2;2;2;3;3;2;3;2;2;3;3;2;3;3;3;2;3;3;3;3;2;3;3;3;3;3;2;2;2;2;;0.71401;35.71;2.55;0.5344;20.96%;57%;;60;34
WoodHD15_0_75;2;3;2;1;2;2;3;2;3;2;2;3;3;3;2;2;1;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;3;2;2;2;2;3;3;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;1;2;2;;0.60417;33.84;2.067;0.5164;24.99%;17%;;60;10
WoodHD15_1;2;2;3;2;3;2;2;2;3;2;2;3;3;3;2;2;2;2;2;2;1;1;2;2;2;1;1;2;1;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;0.59096;31.71;1.967;0.486;24.71%;10%;;60;6
Wood HD 5 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodHD5_0_1;4;3;3;4;4;4;4;4;5;4;4;5;4;3;4;4;5;3;3;4;4;3;3;4;4;4;3;4;3;3;4;3;3;4;4;4;3;4;3;3;4;3;3;4;4;4;4;3;5;4;4;5;4;3;4;4;4;4;3;4;;0.9463;89.64;3.75;0.6001;16.00%;100%;;60;60
WoodHD5_0_2;4;4;4;4;3;3;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;3;4;4;4;4;3;4;4;3;3;3;4;4;4;4;3;3;4;4;4;4;3;4;4;4;4;4;4;3;4;4;;0.9416;90.45;3.733;0.4459;11.95%;100%;;60;60
WoodHD5_0_3;2;2;2;2;3;2;2;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;;0.81954;77.25;2.783;0.4155;14.93%;78%;;60;47
WoodHD5_0_5;2;2;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;2;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;3;3;;0.73221;55.6;2.833;0.3758;13.26%;83%;;60;50
WoodHD5_0_75;3;3;2;3;3;3;3;3;3;3;2;3;2;2;2;2;2;2;3;3;3;3;2;3;3;3;3;3;2;2;3;3;2;2;2;3;3;2;2;2;2;3;3;3;3;3;3;3;3;3;2;3;2;2;2;2;2;2;3;3;;0.62468;47.73;2.583;0.4972;19.25%;58%;;60;35
WoodHD5_1;3;2;3;2;3;2;2;2;2;2;2;2;2;3;3;1;2;2;2;3;3;3;3;1;3;2;2;2;2;2;3;3;3;2;2;2;2;3;2;2;3;2;3;2;3;2;2;2;2;2;2;2;2;3;3;2;2;2;2;3;;0.61991;27.6;2.3;0.5304;23.06%;33%;;60;20
Wood UHD 10 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodUHD10_0_1;3;3;3;3;3;4;3;3;4;3;3;3;3;4;3;3;3;3;3;4;3;4;3;3;3;3;3;4;3;3;3;4;3;3;3;3;3;4;3;3;3;3;3;3;3;4;3;3;4;3;3;3;3;4;3;3;3;3;3;4;;0.92561;89.03;3.2;0.4034;12.61%;100%;;60;60
WoodUHD10_0_2;3;3;4;3;3;3;4;3;4;3;4;3;3;3;2;2;3;3;4;3;4;2;4;4;4;3;4;4;3;3;3;3;4;3;4;3;4;3;3;3;3;3;4;3;3;3;4;3;4;3;4;3;3;3;3;3;2;3;3;3;;0.91861;89.09;3.233;0.5635;17.43%;93%;;60;56
WoodUHD10_0_3;3;1;1;3;3;2;2;2;3;1;1;1;2;1;1;2;1;2;2;3;2;2;3;3;1;3;3;2;2;3;2;2;2;3;2;2;3;3;3;3;2;2;2;2;3;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;;0.85548;80;2.067;0.6856;33.17%;27%;;60;16
WoodUHD10_0_5;2;2;2;2;2;2;2;2;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;1;2;2;1;2;1;1;1;2;2;1;1;1;1;2;2;1;2;2;2;2;2;2;1;2;1;1;2;1;1;2;1;1;1;1;;0.77068;68.19;1.467;0.5031;34.30%;0%;;60;0
WoodUHD10_0_75;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;2;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;;0.71785;44.44;1.267;0.4459;35.21%;0%;;60;0
WoodUHD10_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.66128;44.55;1;0;0.00%;0%;;60;0
Wood UHD 15 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodUHD15_0_1;3;2;3;3;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;3;3;2;2;2;2;3;2;2;3;3;3;3;3;3;3;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;2;;0.91146;88.79;2.417;0.4972;20.57%;42%;;60;25
WoodUHD15_0_2;3;3;3;2;3;2;3;2;2;3;2;3;3;2;2;3;3;2;2;2;2;2;2;2;2;2;2;3;3;2;2;2;2;2;2;2;2;3;3;2;3;2;2;2;3;2;3;2;2;3;2;3;3;2;2;3;3;2;2;2;;0.9065;88.21;2.367;0.486;20.53%;37%;;60;22
WoodUHD15_0_3;2;3;2;2;3;3;2;2;2;2;1;2;3;1;1;1;2;1;2;2;1;3;1;2;1;2;2;2;2;2;2;2;2;2;1;2;1;2;2;3;2;2;2;2;3;3;2;2;2;2;2;2;2;1;1;1;2;1;2;2;;0.84322;82.04;1.9;0.6023;31.70%;13%;;60;8
WoodUHD15_0_5;2;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.7487;70.54;1.467;0.5357;36.53%;2%;;60;1
WoodUHD15_0_75;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;2;1;2;1;1;2;1;1;1;1;2;1;2;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;;0.59582;65.96;1.233;0.4265;34.58%;0%;;60;0
WoodUHD15_1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;0.5602;59.65;1.5;0.2198;20.93%;0%;;60;0
Wood UHD 5 Mbit/H264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodUHD5_0_1;3;3;3;4;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;4;3;;0.96528;95.31;3.1;0.3025;9.76%;100%;;60;60
WoodUHD5_0_2;3;3;3;3;3;3;3;2;3;3;3;3;3;2;3;2;2;3;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;;0.95121;94.85;2.867;0.3428;11.96%;87%;;60;52
WoodUHD5_0_3;3;3;3;2;2;2;2;2;1;2;2;3;3;3;3;3;3;3;3;3;3;3;1;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;3;3;3;2;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;;0.92114;89.02;2.417;0.5612;23.22%;45%;;60;27
WoodUHD5_0_5;3;2;3;2;2;2;2;2;2;2;1;2;3;3;2;3;1;2;1;2;2;1;1;1;2;2;2;1;1;2;2;1;1;1;2;2;2;2;2;2;2;2;3;2;2;2;2;1;2;2;1;2;3;3;2;2;2;2;2;2;;0.89833;85.95;1.917;0.5907;30.82%;13%;;60;8
WoodUHD5_0_75;2;3;2;2;2;3;2;2;2;1;1;2;2;2;2;2;1;1;1;2;2;1;2;1;1;1;2;1;1;2;1;1;2;1;1;1;2;1;2;2;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;1;1;2;2;;0.85892;80.67;1.65;0.5469;33.15%;3%;;60;2
WoodUHD5_1;2;2;2;2;2;1;1;1;1;2;2;2;2;1;2;2;2;2;1;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;1;2;;0.81596;73.58;1.583;0.4972;31.40%;0%;;60;0
Wood FHD 10 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodXFHD10_0_1;2;2;2;3;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;1;2;2;2;2;2;2;2;2;2;2;3;2;2;1;2;2;2;2;2;2;;0.91224;87.61;1.933;0.4062;21.01%;5%;;60;3
WoodXFHD10_0_2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;1;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;1;2;2;2;1;;0.86164;37.95;1.767;0.4265;24.14%;0%;;60;0
WoodXFHD10_0_3;1;1;2;1;1;2;2;1;1;1;1;2;1;1;2;1;2;2;2;1;1;1;2;2;2;2;1;1;2;1;1;1;2;1;1;2;2;1;1;1;1;2;1;1;2;1;2;2;2;1;2;1;1;2;1;2;2;2;2;2;;0.83038;36.04;1.467;0.5031;34.30%;0%;;60;0
WoodXFHD10_0_5;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;;0.74212;27.28;1.2;0.4034;33.61%;0%;;60;0
WoodXFHD10_0_75;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;;0.64277;25.7;1.133;0.3428;30.25%;0%;;60;0
WoodXFHD10_1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.58414;20.34;1.083;0.2787;25.73%;0%;;60;0
Wood FHD 15 Mbit/H265 (HEVC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WoodXFHD15_0_1;1;1;2;2;3;2;1;1;2;3;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;2;2;2;2;2;2;;0.85347;78.55;1.817;0.4691;25.82%;3%;;60;2
WoodXFHD15_0_2;2;2;1;1;2;2;2;1;2;3;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;3;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;3;2;2;2;2;2;;0.84003;78.01;1.867;0.4682;25.08%;5%;;60;3
WoodXFHD15_0_3;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;1;1;1;1;1;2;2;1;2;1;;0.77818;67.95;1.5;0.5042;33.61%;0%;;60;0
WoodXFHD15_0_5;2;1;2;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;0.63769;21.39;1.167;0.3758;32.21%;0%;;60;0
WoodXFHD15_0_75;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.58651;16.19;1.067;0.2515;23.58%;0%;;60;0
WoodXFHD15_1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;0.52423;11.96;1;0;0.00%;0%;;60;0
